Company_Name,City,State,Persona,Industry,Q1_Customer_Discovery,Q1.2_Retail_Marketplaces,Q1.3_Digital_Trade,Q1.1_Manual_Methods,Q1.4_Quick_Commerce,Q1.5_Gov_Portals,Q2_Communication,Q2.2_CRM_Software,Q3_Feedback,Q3.1_Ticketing_Tool,Q4_Repeat_Customers,Q4.1_Repeat_Tracking_Tool,Q5_Drop_offs,Q5.1_Drop_off_Tool,Q6_Internal_Operations,Q6.1_Digital_Areas,Q6.1.1_Productivity_Tools,Q6.1.2_Sales_Marketing_Tools,Q6.1.3_Operations_Tools,Q6.1.4_Inventory_Tools,Q6.1.5_Manufacturing_Tools,Q6.1.6_Supply_Chain_Tools,Q6.1.8_Accounting_Tools,Q6.1.9_Analytics_Tools,Q6.2_Cloud_Deployment,Q6.2.1_Cloud_Details,Q6.3_Integration,Q7_Document_Management,Q8_Backup_Frequency,Q9_Historical_Data,Q10_Data_Consistency,Q11_Manufacturing_Automated,Q12_Machines_Integrated,Q13_Data_Quality,Q14_Data_Security,Q15_AI_Usage,Q15.1.1_AI_Productivity,Q15.1.9_AI_Accounting,Q16_AI_Training,Q17_AI_Roadmap,Q18_AI_Investment,Maturity_Score,Maturity_Category
Muni-Dayal,Yamunanagar,Mizoram,Transitioning MSME,Retail,Online Retail Marketplaces,"Amazon, Flipkart",N/A,N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded manually in a diary or register,N/A,We track repeat customers manually using basic digital tools,N/A,We do not track customer drop-offs,N/A,Digitally (using Software/Tools),Sales & Marketing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partly On-Premises /Cloud Based,Zoho Cloud,Not integrated,Digital files on local devices,Regularly (Weekly or Monthly),Yes,Yes,Not Applicable,Not Applicable,Regular reviews or validations,Basic security measures in place,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Yes,36.7,Digital Adopter
"Mohan, Ganesh and Bhattacharyya",Bihar Sharif,Jharkhand,Transitioning MSME,IT,Online Retail Marketplaces,Meesho,N/A,N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded in Excel/Spreadsheets,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),"Accounting & Finance, Sales & Marketing",N/A,WATI,N/A,N/A,N/A,N/A,Zoho Books,N/A,On Premises Software Systems,N/A,Partially integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,Basic checks done manually,Basic security measures in place,"No, we do not currently use AI",N/A,N/A,Informal guidance,No roadmap,Yes,23.3,Digital Laggard
Venkatesh-Viswanathan,Raebareli,Sikkim,Transitioning MSME,Services,Online Retail Marketplaces,"Amazon, Flipkart",N/A,N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded in Excel/Spreadsheets,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),"Sales & Marketing, General Productivity & Office Work, Accounting & Finance",Zoho Workplace,Interakt,N/A,N/A,N/A,N/A,Zoho Books,N/A,On Premises Software Systems,N/A,Partially integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),Yes,No,Not Applicable,Not Applicable,Basic checks done manually,Defined security policies and controls,We are exploring or learning about AI,ChatGPT,N/A,No guidelines,Informal plans,Yes,40.0,Digital Adopter
Oommen Group,Maheshtala,Goa,Transitioning MSME,IT,Online Retail Marketplaces,"Amazon, Flipkart",N/A,N/A,N/A,N/A,Basic Customer Software (Standard or Custom made),N/A,Recorded manually in a diary or register,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),General Productivity & Office Work,Slack,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cloud based Software systems,AWS (Amazon Web Services),Partially integrated,Cloud Storage,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,Basic checks done manually,Defined security policies and controls,We are exploring or learning about AI,ChatGPT,N/A,No guidelines,No roadmap,Maybe,50.0,Digital Adopter
Bahl-Kari,Mira-Bhayandar,Gujarat,Traditionalist,Manufacturing,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded manually in a diary or register,N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Never,No,No,No,No,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Maybe,3.3,Digital Laggard
"Bains, Thaman and Gara",Ambarnath,Tamil Nadu,Tech-Savvy Digital Native,Manufacturing,Quick Commerce Platforms,N/A,N/A,N/A,N/A,N/A,Advanced Digital Software / CRM Software,HubSpot CRM,Managed through a digital ticketing system or CRM,Zoho Desk,We track repeat customers through advanced digital tools,Zoho CRM,We track customer drop-offs using basic/advanced digital tools,Abandoned carts,Digitally (using Software/Tools),"Data, Reporting & Analytics, Sales & Marketing, Manufacturing & Production, Inventory Management",N/A,HubSpot,N/A,ERPNext,Zoho ERP for Manufacturing,N/A,N/A,Zoho Analytics,Fully managed by software vendors/service providers,Google Cloud Platform (GCP),Fully integrated,Document management system (DMS),Regularly (Weekly or Monthly),Yes,Yes,Yes,Yes,Automated checks,Defined security policies and controls,We use AI in a few specific or pilot use cases,"Gemini, Workspace",Zoho Analytics,SOPs Training and awareness programs,Actively executing roadmap,Yes,86.7,Digital Leader
"Barad, Prashad and Kumer",Hindupur,Arunachal Pradesh,Transitioning MSME,Retail,Digital Trade Platforms,N/A,"IndiaMART, TradeIndia",N/A,N/A,N/A,Basic Customer Software (Standard or Custom made),N/A,Recorded in Excel/Spreadsheets,N/A,We track repeat customers manually using basic digital tools,N/A,We do not track customer drop-offs,N/A,Digitally (using Software/Tools),"Accounting & Finance, Inventory Management",N/A,N/A,N/A,myBillBook,N/A,N/A,Tally Prime,N/A,Partly On-Premises /Cloud Based,AWS (Amazon Web Services),Not integrated,Cloud Storage,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,Basic checks done manually,Defined security policies and controls,We are exploring or learning about AI,Gemini,N/A,Informal guidance,Informal plans,Yes,40.0,Digital Adopter
"Chokshi, Bahri and Bava",Erode,Manipur,Traditionalist,Retail,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded manually in a diary or register,N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Never,No,No,Not Applicable,Not Applicable,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Maybe,3.3,Digital Laggard
Dasgupta-Krishnan,Jamnagar,Gujarat,Transitioning MSME,Manufacturing,Online Retail Marketplaces,"Amazon, Flipkart",N/A,N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded in Excel/Spreadsheets,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),"Sales & Marketing, Accounting & Finance, Inventory Management",N/A,Interakt,N/A,N/A,N/A,N/A,Tally Prime,N/A,Partly On-Premises /Cloud Based,Zoho Cloud,Partially integrated,Cloud Storage,Occasionally (Only When Someone Remembers),No,Yes,No,No,Regular reviews or validations,Defined security policies and controls,We are exploring or learning about AI,Gemini,Tally Prime,No guidelines,No roadmap,Maybe,50.0,Digital Adopter
"Andra, Mitra and Salvi",Saharsa,Himachal Pradesh,Traditionalist,Retail,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,No formal recording (Verbal only),N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,No,0.0,Digital Laggard
"Devan, Sahota and Cheema",Ichalkaranji,Bihar,Traditionalist,Manufacturing,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,No formal recording (Verbal only),N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,No,No,No defined process for data accuracy,Basic security measures in place,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Maybe,6.7,Digital Laggard
Tank and Sons,Firozabad,Uttarakhand,Traditionalist,Services,Manual / Partially Digital,N/A,N/A,Word of mouth only,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,No formal recording (Verbal only),N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Maybe,3.3,Digital Laggard
"Jaggi, Parmar and Rout",Nanded,Arunachal Pradesh,Tech-Savvy Digital Native,Services,Digital Trade Platforms,N/A,IndiaMART,N/A,N/A,N/A,Advanced Digital Software / CRM Software,Freshworks CRM,Managed through a digital ticketing system or CRM,Zendesk,We track repeat customers through advanced digital tools,HubSpot CRM,We track customer drop-offs using basic/advanced digital tools,Bounce/drop-off pages,Digitally (using Software/Tools),"Data, Reporting & Analytics, Supply Chain & Procurement, Sales & Marketing, Accounting & Finance, General Productivity & Office Work","Asana, Notion",HubSpot,N/A,N/A,N/A,ERPNext,Tally Prime,Microsoft Power BI,Fully managed by software vendors/service providers,Google Cloud Platform (GCP),Partially integrated,Document management system (DMS),Regularly (Weekly or Monthly),Yes,Yes,Not Applicable,Not Applicable,Data quality is continuously monitored,Advanced security with regular assessments,"Yes, AI is actively used across multiple business functions",Copilot,Tableau,SOPs Training and awareness programs,Actively executing roadmap,Yes,93.3,Digital Leader
"Taneja, Johal and Srivastava",Noida,Andhra Pradesh,Transitioning MSME,Manufacturing,Online Retail Marketplaces,Meesho,N/A,N/A,N/A,N/A,Basic Customer Software (Standard or Custom made),N/A,Recorded manually in a diary or register,N/A,We track repeat customers manually using basic digital tools,N/A,We do not track customer drop-offs,N/A,Digitally (using Software/Tools),"Sales & Marketing, Inventory Management",N/A,N/A,N/A,myBillBook,N/A,N/A,N/A,N/A,On Premises Software Systems,N/A,Partially integrated,Cloud Storage,Occasionally (Only When Someone Remembers),Yes,No,Yes,No,Regular reviews or validations,Basic security measures in place,We are exploring or learning about AI,N/A,Tally Prime,Informal guidance,Informal plans,Yes,40.0,Digital Adopter
Chakraborty Inc,Jalgaon,Assam,Tech-Savvy Digital Native,Services,Online Retail Marketplaces,"Amazon, Flipkart",N/A,N/A,N/A,N/A,Advanced Digital Software / CRM Software,"Zoho CRM, HubSpot CRM",Managed through a digital ticketing system or CRM,Freshdesk,We track repeat customers through advanced digital tools,Freshsales,We track customer drop-offs using basic/advanced digital tools,HubSpot CRM,Digitally (using Software/Tools),"Sales & Marketing, Supply Chain & Procurement, Operations & Process Management, General Productivity & Office Work, Accounting & Finance","Trello, Slack",Freshsales,Microsoft Power Automate,N/A,N/A,ERPNext,Tally Prime,N/A,Fully managed by software vendors/service providers,Google Cloud Platform (GCP),Partially integrated,Document management system (DMS),Regularly (Weekly or Monthly),Yes,Yes,Not Applicable,Not Applicable,Data quality is continuously monitored,Advanced security with regular assessments,"Yes, AI is actively used across multiple business functions",Copilot,Zoho Analytics,Documented policies,Actively executing roadmap,Yes,93.3,Digital Leader
"Borde, Chaudhuri and Kunda",Sirsa,Jharkhand,Traditionalist,Manufacturing,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Manually (Phone calls/In-person),N/A,No formal recording (Verbal only),N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,No,No,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,No,0.0,Digital Laggard
Shetty-Bedi,Akola,West Bengal,Transitioning MSME,IT,Online Retail Marketplaces,Flipkart,N/A,N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded manually in a diary or register,N/A,We track repeat customers manually using basic digital tools,N/A,We do not track customer drop-offs,N/A,Digitally (using Software/Tools),Accounting & Finance,N/A,N/A,N/A,N/A,N/A,N/A,Vyapar,N/A,On Premises Software Systems,N/A,Partially integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),No,No,Not Applicable,Not Applicable,Regular reviews or validations,Defined security policies and controls,We use AI in a few specific or pilot use cases,Gemini,ChatGPT,Informal guidance,No roadmap,Yes,36.7,Digital Adopter
Mannan LLC,Purnia,Telangana,Traditionalist,Retail,Manual / Partially Digital,N/A,N/A,"Social Media (WhatsApp, Facebook, Instagram)",N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded manually in a diary or register,N/A,We do not track repeat customers digitally,N/A,We do not track customer drop-offs,N/A,Manually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not integrated,Digital files on local devices,Never,No,No,Not Applicable,Not Applicable,No defined process for data accuracy,Minimal / ad-hoc,"No, we do not currently use AI",N/A,N/A,No guidelines,No roadmap,Maybe,3.3,Digital Laggard
Chandran Inc,Durgapur,Sikkim,Transitioning MSME,Services,Digital Trade Platforms,N/A,"IndiaMART, TradeIndia",N/A,N/A,N/A,Messaging Tools (SMS/Email/WhatsApp/Social Media),N/A,Recorded in Excel/Spreadsheets,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),Inventory Management,N/A,N/A,N/A,myBillBook,N/A,N/A,N/A,N/A,Partly On-Premises /Cloud Based,AWS (Amazon Web Services),Not integrated,Cloud Storage,Occasionally (Only When Someone Remembers),Yes,Yes,Not Applicable,Not Applicable,Basic checks done manually,Basic security measures in place,We are exploring or learning about AI,Gemini,Tally Prime,No guidelines,Informal plans,Yes,46.7,Digital Adopter
"Garde, Narasimhan and Parmar",Agartala,Telangana,Tech-Savvy Digital Native,Services,Government Portals,"Amazon, Flipkart","IndiaMART, TradeIndia",N/A,N/A,GeM – Government e-Marketplace,Advanced Digital Software / CRM Software,Zoho CRM,Managed through a digital ticketing system or CRM,Zendesk,We track repeat customers through advanced digital tools,"Zoho CRM, Freshsales",We track customer drop-offs using basic/advanced digital tools,Zoho CRM,Digitally (using Software/Tools),"Data, Reporting & Analytics, Supply Chain & Procurement, Sales & Marketing, Manufacturing & Production, Accounting & Finance",N/A,Freshsales,N/A,N/A,ERPNext,Zoho Inventory,Zoho Books,Google Looker Studio,Cloud based Software systems,Microsoft Azure,Fully integrated,Cloud Storage,Automatically (Daily or Real-time),Yes,Yes,Not Applicable,Not Applicable,Automated checks,Defined security policies and controls,We use AI in a few specific or pilot use cases,Zoom AI,Power BI,Documented policies,Actively executing roadmap,Yes,83.3,Digital Leader
Pradhan LLC,Raipur,Madhya Pradesh,Tech-Savvy Digital Native,Finance,Government Portals,N/A,"IndiaMART, TradeIndia",N/A,N/A,N/A,Advanced Digital Software / CRM Software,"Zoho CRM, HubSpot CRM",Managed through a digital ticketing system or CRM,Freshdesk,We track repeat customers through advanced digital tools,Freshsales,We track customer drop-offs using basic/advanced digital tools,Bounce/drop-off pages,Digitally (using Software/Tools),"Operations & Process Management, Sales & Marketing, Inventory Management, Accounting & Finance, Supply Chain & Procurement, General Productivity & Office Work","Asana, Notion",HubSpot,Zoho One,Zoho Inventory,N/A,Zoho Inventory,Zoho Books,N/A,Fully managed by software vendors/service providers,Google Cloud Platform (GCP),Fully integrated,Cloud Storage,Automatically (Daily or Real-time),Yes,Yes,Not Applicable,Not Applicable,Data quality is continuously monitored,Defined security policies and controls,AI is central to our core decision-making,"Gemini, Workspace",Zoho Analytics,SOPs Training and awareness programs,Actively executing roadmap,Yes,96.7,Digital Leader
Shan-Magar,Morena,Uttar Pradesh,Transitioning MSME,Retail,Digital Trade Platforms,N/A,IndiaMART,N/A,N/A,N/A,Basic Customer Software (Standard or Custom made),N/A,Recorded manually in a diary or register,N/A,We track repeat customers manually using basic digital tools,N/A,We track customer drop-offs informally or manually,N/A,Digitally (using Software/Tools),"Accounting & Finance, Inventory Management, Sales & Marketing",N/A,WATI,N/A,Vyapar Inventory,N/A,N/A,Zoho Books,N/A,Partly On-Premises /Cloud Based,N/A,Not integrated,Digital files on local devices,Occasionally (Only When Someone Remembers),Yes,No,Not Applicable,Not Applicable,Basic checks done manually,Defined security policies and controls,We use AI in a few specific or pilot use cases,ChatGPT,N/A,No guidelines,No roadmap,Maybe,40.0,Digital Adopter
